,UNITID,NAME,CITY,STATE,ZIP,REGION,LOCALE,COSTT4_A,NPT4_PRIV,DEBT_MDN,FAMINC,ADM_RATE,SAT_AVG,UGDS,RET_FT4_POOLED,UGDS_WHITE,COST_CATEGORY
335,155900,Southwestern College,Winfield,KS,67156-6224,4,32.0,42702.0,23029.0,12525.0,52342.840517,0.5553,1050.0,1314.0,0.5757,0.417,Middle cost
336,155937,Sterling College,Sterling,KS,67579,4,42.0,36070.0,19940.0,12000.0,58277.178667,0.4052,1039.0,568.0,0.5174,0.5634,Middle cost
337,155973,Tabor College,Hillsboro,KS,67063-1799,4,33.0,42451.0,24394.0,15000.0,60483.722222,0.5748,1066.0,600.0,0.636,0.6333,Middle cost
338,156189,Alice Lloyd College,Pippa Passes,KY,41844,5,43.0,24564.0,13540.0,7938.0,46506.823362,0.2778,1054.0,644.0,0.5819,0.9255,Middle cost
339,156213,Asbury University,Wilmore,KY,40390-1198,5,31.0,39831.0,27111.0,18750.0,67719.0,0.6676,,1596.0,0.8285,0.7669,Middle cost
340,156286,Bellarmine University,Louisville,KY,40205-0671,5,11.0,54872.0,23223.0,19500.0,80285.09942,0.8584,1211.0,2488.0,0.7557,0.799,Middle cost
341,156295,Berea College,Berea,KY,40404-2182,5,32.0,35394.0,1964.0,4242.0,26326.125444,0.382,1192.0,1630.0,0.8176,0.5387,Middle cost
342,156356,Brescia University,Owensboro,KY,42301-3023,5,13.0,32926.0,13106.0,20064.0,44944.723842,0.3855,1118.0,918.0,0.6265,0.6275,Middle cost
343,156365,Campbellsville University,Campbellsville,KY,42718-2799,5,32.0,38248.0,17872.0,11000.0,44920.227747,0.8334,1082.0,2522.0,0.6449,0.6994,Middle cost
344,156408,Centre College,Danville,KY,40422-1394,5,32.0,53747.0,23053.0,24817.0,106142.13107,0.7306,1354.0,1425.0,0.9064,0.7256,Middle cost
345,156417,Clear Creek Baptist Bible College,Pineville,KY,40977-9752,5,42.0,17369.0,6749.0,,28250.65625,,,110.0,0.6765,0.9273,Lower cost
346,156541,University of the Cumberlands,Williamsburg,KY,40769,5,33.0,35748.0,17953.0,10000.0,50317.126147,0.733,1141.0,2408.0,0.6237,0.3513,Middle cost
347,156745,Georgetown College,Georgetown,KY,40324-1696,5,31.0,49761.0,19186.0,16247.0,71195.463588,0.4795,1146.0,961.0,0.6495,0.7721,Middle cost
348,157030,Kentucky Mountain Bible College,Jackson,KY,41339,5,42.0,17665.0,12365.0,6150.0,39556.953488,0.4906,1032.0,65.0,0.7454,0.8923,Lower cost
349,157076,Kentucky Wesleyan College,Owensboro,KY,42301,5,13.0,37572.0,24623.0,12250.0,59682.646226,0.6416,1115.0,783.0,0.6865,0.6679,Middle cost
350,157100,Kentucky Christian University,Grayson,KY,41143-1199,5,32.0,32749.0,18931.0,8750.0,55887.428105,0.3744,1016.0,502.0,0.6346,0.6554,Middle cost
351,157216,Lindsey Wilson College,Columbia,KY,42728-1223,5,33.0,37201.0,15773.0,12211.0,38572.564869,,,1925.0,0.5897,0.614,Middle cost
352,157377,Midway University,Midway,KY,40347-1120,5,42.0,39350.0,22128.0,13840.0,45518.480377,0.6059,1081.0,1036.0,0.7976,0.7568,Middle cost
353,157535,University of Pikeville,Pikeville,KY,41501,5,33.0,35966.0,17585.0,12500.0,37729.53978,,,1082.0,0.5816,0.842,Middle cost
354,157757,Spalding University,Louisville,KY,40203-2188,5,11.0,34596.0,23596.0,19500.0,50726.188253,0.9595,1065.0,955.0,0.6952,0.6764,Middle cost
355,157809,Thomas More University,Crestview Hills,KY,41017-3495,5,21.0,38535.0,17828.0,12000.0,70848.198385,0.9003,1099.0,1579.0,0.6535,0.7688,Middle cost
356,157818,Transylvania University,Lexington,KY,40508-1797,5,11.0,50080.0,24588.0,19500.0,102194.73485,0.8881,1275.0,987.0,0.8187,0.7953,Middle cost
357,157863,Union College,Barbourville,KY,40906-1499,5,33.0,37499.0,21586.0,13875.0,48660.653199,0.5634,1056.0,1003.0,0.6086,0.6999,Middle cost
358,158477,Centenary College of Louisiana,Shreveport,LA,71104,5,12.0,52978.0,25449.0,18800.0,77674.44898,0.5969,1173.0,544.0,0.7723,0.6471,Middle cost
359,158802,Dillard University,New Orleans,LA,70122,5,11.0,31436.0,17123.0,25500.0,33256.477707,0.6071,,1309.0,0.6964,0.0046,Middle cost
360,159568,Louisiana College,Pineville,LA,71359,5,23.0,25396.0,12789.0,10250.0,51748.768566,0.7847,1084.0,934.0,0.5922,0.6435,Middle cost
361,159656,Loyola University New Orleans,New Orleans,LA,70118-6143,5,11.0,52842.0,20776.0,18406.0,87667.953315,0.9431,1192.0,2868.0,0.8259,0.4665,Middle cost
362,160065,University of Holy Cross,New Orleans,LA,70131-7399,5,11.0,21515.0,14368.0,16750.0,41733.403162,0.3534,,863.0,0.7208,0.4577,Middle cost
363,160074,Franciscan Missionaries of Our Lady University,Baton Rouge,LA,70808,5,12.0,24610.0,16226.0,15250.0,54066.388186,0.592,1120.0,1049.0,0.7607,0.6616,Middle cost
364,160409,Saint Joseph Seminary College,St. Benedict,LA,70457,5,41.0,35640.0,32414.0,,41037.0,,,141.0,0.7674,0.617,Middle cost
365,160524,Remington College-Lafayette Campus,Lafayette,LA,70508,5,12.0,27232.0,22303.0,9500.0,18536.512846,,,368.0,,0.2772,Middle cost
366,160755,Tulane University of Louisiana,New Orleans,LA,70118-5698,5,11.0,69517.0,35132.0,19000.0,106022.94121,0.1733,1428.0,7920.0,0.9369,0.6918,Higher cost
367,160904,Xavier University of Louisiana,New Orleans,LA,70125-1098,5,11.0,34230.0,19569.0,12500.0,49213.890401,0.5788,1133.0,2437.0,0.7315,0.0189,Middle cost
368,160959,College of the Atlantic,Bar Harbor,ME,04609,1,33.0,54969.0,19480.0,19000.0,72556.992754,0.6689,,327.0,0.7882,0.6514,Middle cost
369,160977,Bates College,Lewiston,ME,04240,1,13.0,68870.0,26477.0,12555.0,123832.0301,0.1779,,1832.0,0.9454,0.7063,Higher cost
370,161004,Bowdoin College,Brunswick,ME,04011,1,31.0,68070.0,21300.0,14448.0,96476.612179,0.1026,,1825.0,0.9711,0.6077,Higher cost
371,161022,Maine College of Health Professions,Lewiston,ME,04240,1,13.0,18826.0,14418.0,12048.0,50668.378378,0.4783,925.0,177.0,,0.8531,Lower cost
372,161086,Colby College,Waterville,ME,04901-8840,1,33.0,68582.0,18553.0,18747.0,121521.36858,0.1306,1437.0,2000.0,0.9386,0.625,Higher cost
373,161208,The Landing School,Arundel,ME,04046,1,41.0,34276.0,20510.0,8212.0,50452.320755,,,61.0,,0.8361,Middle cost
374,161457,University of New England,Biddeford,ME,04005-9599,1,22.0,53663.0,33729.0,20875.0,93069.549104,0.7982,1146.0,2379.0,0.7675,0.8907,Middle cost
375,161509,Maine College of Art,Portland,ME,04101-3494,1,13.0,48448.0,30830.0,18180.0,71415.461538,0.6137,,391.0,0.7155,0.7391,Middle cost
376,161518,Saint Joseph's College of Maine,Standish,ME,04084-5236,1,41.0,49818.0,26405.0,17125.0,79959.948824,0.8362,1069.0,1412.0,0.8212,0.4915,Middle cost
377,161563,Thomas College,Waterville,ME,04901-5097,1,41.0,37754.0,21411.0,19726.0,62022.378425,,,810.0,0.6388,0.6642,Middle cost
378,161572,Unity College,Unity,ME,04988,1,43.0,40199.0,26463.0,18750.0,77519.487069,0.9426,,734.0,0.6735,0.8597,Middle cost
379,162061,Capitol Technology University,Laurel,MD,20708,2,21.0,36371.0,22000.0,15125.0,61257.624454,0.689,1070.0,427.0,0.7208,0.4356,Middle cost
380,162210,Washington Adventist University,Takoma Park,MD,20912,2,21.0,32746.0,16729.0,23375.0,43109.447674,0.5194,958.0,836.0,0.7833,0.0514,Middle cost
381,162654,Goucher College,Baltimore,MD,21204-2794,2,13.0,58936.0,25537.0,17664.0,85729.280449,0.8041,,1523.0,0.7767,0.5351,Higher cost
382,162760,Hood College,Frederick,MD,21701,2,13.0,53017.0,22064.0,20000.0,70738.046154,0.7138,,1063.0,0.7405,0.5757,Middle cost
383,162928,Johns Hopkins University,Baltimore,MD,21218-2688,2,11.0,69863.0,30701.0,13750.0,104767.69735,0.1148,1513.0,5567.0,0.9708,0.3061,Higher cost
384,163046,Loyola University Maryland,Baltimore,MD,21210-2699,2,11.0,64159.0,39168.0,26949.0,133604.72907,0.7874,,3860.0,0.8609,0.7648,Higher cost
385,163295,Maryland Institute College of Art,Baltimore,MD,21217-4134,2,11.0,61990.0,40073.0,22528.0,94970.893004,0.6426,1178.0,1774.0,0.8778,0.3692,Higher cost
386,163462,Mount St. Mary's University,Emmitsburg,MD,21727-7799,2,31.0,55420.0,28060.0,19500.0,98287.605528,0.6813,1104.0,1822.0,0.746,0.6098,Higher cost
387,163532,Ner Israel Rabbinical College,Baltimore,MD,21208,2,21.0,22750.0,8451.0,,36660.735294,0.8409,,249.0,0.8286,0.9036,Middle cost
388,163578,Notre Dame of Maryland University,Baltimore,MD,21210-2476,2,11.0,50492.0,29444.0,16875.0,57057.329519,0.8763,1069.0,835.0,0.7368,0.3856,Middle cost
389,163976,St. John's College,Annapolis,MD,21401,2,21.0,65163.0,23921.0,19500.0,105970.63975,0.5761,1331.0,474.0,0.8916,0.616,Higher cost
390,164173,Stevenson University,Stevenson,MD,21153-0641,2,41.0,50032.0,26099.0,23000.0,80440.603099,0.7316,1113.0,3087.0,0.7993,0.5565,Middle cost
391,164216,Washington College,Chestertown,MD,21620-1438,2,32.0,59375.0,26718.0,23000.0,108391.19107,0.6357,,1342.0,0.8481,0.7124,Higher cost
392,164270,McDaniel College,Westminster,MD,21157,2,23.0,55295.0,22302.0,17986.0,86978.257746,0.6431,1151.0,1542.0,0.8079,0.6265,Higher cost
393,164368,Hult International Business School,Cambridge,MA,02141-1805,1,12.0,60090.0,42801.0,6500.0,55918.64,0.5709,,574.0,0.7323,0.0314,Higher cost
394,164447,American International College,Springfield,MA,01109,1,12.0,47742.0,21848.0,20100.0,55133.722807,0.6839,1010.0,1307.0,0.6241,0.3787,Middle cost
395,164465,Amherst College,Amherst,MA,01002-5000,1,21.0,71300.0,25208.0,10647.0,78988.733711,0.1281,1449.0,1855.0,0.9628,0.435,Higher cost
396,164492,Anna Maria College,Paxton,MA,01612-1198,1,41.0,51109.0,25502.0,14221.0,69493.468019,0.7362,,1131.0,0.6531,0.6401,Middle cost
397,164562,Assumption College,Worcester,MA,01609-1296,1,12.0,53303.0,29660.0,25967.0,112625.524,0.8107,,2014.0,0.8279,0.7532,Middle cost
398,164580,Babson College,Wellesley,MA,02457-0310,1,21.0,68482.0,35385.0,21000.0,119186.69565,0.2441,1367.0,2361.0,0.9508,0.3617,Higher cost
399,164614,Boston Baptist College,Boston,MA,02136-4030,1,11.0,26691.0,22029.0,17125.0,62193.75,0.7727,1010.0,56.0,0.7576,0.8214,Middle cost
400,164632,Bay Path University,Longmeadow,MA,01106,1,21.0,46315.0,20485.0,18250.0,46031.907997,0.6041,,1921.0,0.7475,0.5513,Middle cost
401,164720,Becker College,Worcester,MA,01609-2165,1,12.0,53368.0,31804.0,20500.0,74176.725573,0.6634,1087.0,1725.0,0.7295,0.6864,Middle cost
402,164739,Bentley University,Waltham,MA,02452-4705,1,13.0,66180.0,36919.0,23000.0,123843.35089,0.4321,1338.0,4177.0,0.9277,0.5906,Higher cost
403,164748,Berklee College of Music,Boston,MA,02215,1,11.0,63027.0,48425.0,15374.0,78637.270005,0.4764,,6332.0,0.8456,0.4346,Higher cost
404,164872,Boston Architectural College,Boston,MA,02115-2703,1,11.0,33031.0,27473.0,31000.0,44319.928571,,,271.0,0.6667,0.3321,Middle cost
405,164924,Boston College,Chestnut Hill,MA,02467,1,13.0,70588.0,33562.0,16750.0,132356.56019,0.2789,1429.0,9639.0,0.9496,0.5888,Higher cost
406,164988,Boston University,Boston,MA,02215,1,11.0,70216.0,30729.0,22250.0,105821.886,0.2209,1420.0,17238.0,0.9375,0.3741,Higher cost
407,165015,Brandeis University,Waltham,MA,02454-9110,1,13.0,70848.0,37688.0,24071.0,97039.162528,0.3115,1398.0,3627.0,0.9302,0.4613,Higher cost
408,165167,Cambridge College,Boston,MA,02129,1,11.0,27140.0,22462.0,15792.0,31226.392116,,,690.0,0.5484,0.1739,Middle cost
409,165264,Laboure College,Milton,MA,02186,1,21.0,39303.0,35549.0,17510.0,48535.858081,0.1807,,845.0,,0.5018,Middle cost
410,165334,Clark University,Worcester,MA,01610-1477,1,12.0,54760.0,28455.0,23889.0,94751.42328,0.5939,,2252.0,0.861,0.5866,Middle cost
411,165529,Curry College,Milton,MA,02186-2395,1,21.0,54643.0,30293.0,18358.0,85559.417758,0.9271,1026.0,2342.0,0.6484,0.6477,Middle cost
412,165574,Dean College,Franklin,MA,02038-1941,1,21.0,55778.0,31186.0,11000.0,73998.781542,0.8286,1018.0,1275.0,0.6311,0.5537,Higher cost
413,165644,Eastern Nazarene College,Quincy,MA,02170-2999,1,21.0,43845.0,24149.0,19665.0,62088.128767,0.6368,1054.0,658.0,0.6646,0.5106,Middle cost
414,165662,Emerson College,Boston,MA,02116-4624,1,11.0,65124.0,43668.0,20500.0,118339.44168,0.3564,1307.0,3817.0,0.8723,0.6222,Higher cost
415,165671,Emmanuel College,Boston,MA,02115,1,11.0,55739.0,31203.0,23250.0,98283.846305,0.77,1195.0,1976.0,0.7795,0.6893,Higher cost
416,165699,Endicott College,Beverly,MA,01915,1,21.0,49899.0,34861.0,23248.0,114013.83752,0.8049,,3033.0,0.8367,0.8302,Middle cost
417,165802,Fisher College,Boston,MA,02116,1,11.0,47384.0,24472.0,12039.0,43114.365044,0.6728,,1306.0,0.6612,0.2642,Middle cost
418,165884,Benjamin Franklin Institute of Technology,Boston,MA,02116,1,11.0,24621.0,13809.0,9500.0,32188.660714,,,550.0,,0.2036,Middle cost
419,165936,Gordon College,Wenham,MA,01984,1,21.0,49450.0,26369.0,21250.0,93669.735341,0.7547,1184.0,1593.0,0.8283,0.6798,Middle cost
420,166018,Hampshire College,Amherst,MA,01002-5001,1,21.0,67106.0,28173.0,17996.0,76172.320205,0.6285,,1175.0,0.7783,0.6119,Higher cost
421,166027,Harvard University,Cambridge,MA,02138,1,12.0,71135.0,15561.0,12500.0,62458.193846,0.0473,1520.0,7582.0,0.9871,0.4054,Higher cost
422,166054,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7415,1,21.0,41282.0,19914.0,12000.0,71008.425926,0.4146,,65.0,0.8657,0.7846,Middle cost
423,166124,College of the Holy Cross,Worcester,MA,01610-2395,1,12.0,66111.0,35692.0,26789.0,133630.96827,0.3801,,2913.0,0.9469,0.7168,Higher cost
424,166391,Lasell University,Newton,MA,02466,1,13.0,51948.0,26185.0,24449.0,82958.823789,0.7978,1074.0,1650.0,0.7049,0.6691,Middle cost
425,166452,Lesley University,Cambridge,MA,02138-2790,1,12.0,45871.0,32289.0,16250.0,75544.007143,0.7572,1128.0,2108.0,0.8022,0.601,Middle cost
426,166489,Longy School of Music of Bard College,Cambridge,MA,02138,1,12.0,55170.0,49433.0,20500.0,83934.442879,0.9063,,36.0,0.6818,0.3333,Higher cost
427,166656,MCPHS University,Boston,MA,02115-5896,1,11.0,51537.0,38127.0,25000.0,73737.049337,0.9348,1144.0,3933.0,0.8154,0.3641,Middle cost
428,166683,Massachusetts Institute of Technology,Cambridge,MA,02139-4307,1,12.0,67430.0,18278.0,10728.0,86738.816984,0.0674,1545.0,4550.0,0.9864,0.3167,Higher cost
429,166850,Merrimack College,North Andover,MA,01845,1,21.0,55485.0,33230.0,22668.0,114939.39903,0.8276,,3648.0,0.8266,0.7656,Higher cost
430,166911,Montserrat College of Art,Beverly,MA,01915-4508,1,21.0,46659.0,29806.0,20000.0,70761.645503,,,361.0,0.8187,0.4488,Middle cost
431,166939,Mount Holyoke College,South Hadley,MA,01075-1489,1,21.0,63810.0,25937.0,19000.0,83742.3229,0.5091,1395.0,2190.0,0.9153,0.4539,Higher cost
432,167057,The New England Conservatory of Music,Boston,MA,02115-5018,1,11.0,66030.0,43712.0,22000.0,100653.56471,0.3647,,445.0,0.9211,0.3618,Higher cost
433,167251,Newbury College,Brookline,MA,02445,1,21.0,50096.0,23324.0,12000.0,48800.808194,0.7676,,635.0,0.5751,0.2787,Middle cost
434,167260,Nichols College,Dudley,MA,01571-5000,1,21.0,50385.0,28980.0,19500.0,86245.215385,0.8226,,1319.0,0.7555,0.771,Middle cost
435,167358,Northeastern University,Boston,MA,02115-5005,1,11.0,67894.0,31855.0,23000.0,105958.14635,0.1934,1466.0,13760.0,0.9666,0.4523,Higher cost
436,167394,College of Our Lady of the Elms,Chicopee,MA,01013,1,21.0,47180.0,22803.0,22250.0,52797.826649,0.6747,1070.0,1127.0,0.8155,0.5546,Middle cost
437,167455,Pine Manor College,Chestnut Hill,MA,02467,1,21.0,46840.0,15896.0,12000.0,33342.014085,0.4105,,249.0,0.6108,0.1044,Middle cost
438,167598,Regis College,Weston,MA,02493-1571,1,21.0,56683.0,27670.0,21481.0,73203.974085,0.7753,,1395.0,0.8462,0.476,Higher cost
439,167783,Simmons University,Boston,MA,02115-5898,1,11.0,57361.0,28568.0,21500.0,85507.239734,0.6972,1228.0,1790.0,0.8127,0.6335,Higher cost
440,167792,Bard College at Simon's Rock,Great Barrington,MA,01230-9702,1,32.0,68693.0,33769.0,12000.0,112447.71084,0.8078,,387.0,0.7115,0.5297,Higher cost
441,167835,Smith College,Northampton,MA,01063,1,21.0,69563.0,28193.0,18000.0,86589.690629,0.3095,,2496.0,0.9342,0.478,Higher cost
442,167899,Springfield College,Springfield,MA,01109-3797,1,12.0,51604.0,28387.0,21914.0,70567.862011,0.6317,1156.0,2103.0,0.8353,0.7351,Middle cost
443,167996,Stonehill College,Easton,MA,02357-6110,1,21.0,58424.0,34380.0,23750.0,123794.7978,0.6957,,2527.0,0.8628,0.8445,Higher cost
444,168005,Suffolk University,Boston,MA,02108-3901,1,11.0,52681.0,30469.0,20500.0,83985.750815,0.8533,1131.0,5012.0,0.7656,0.4749,Middle cost
445,168148,Tufts University,Medford,MA,02155-5555,1,21.0,70567.0,31485.0,15800.0,109816.51648,0.1462,1461.0,5597.0,0.961,0.5519,Higher cost
446,168218,Wellesley College,Wellesley,MA,02481-8203,1,21.0,69034.0,22247.0,10000.0,85633.055344,0.1954,1435.0,2392.0,0.9523,0.3834,Higher cost
447,168227,Wentworth Institute of Technology,Boston,MA,02115,1,11.0,50348.0,34369.0,21048.0,94054.868843,0.7604,1183.0,4254.0,0.8323,0.6291,Middle cost
448,168254,Western New England University,Springfield,MA,01119-2684,1,12.0,50234.0,29941.0,19500.0,95364.048455,0.8537,1160.0,2746.0,0.7824,0.744,Middle cost
449,168281,Wheaton College,Norton,MA,02766-2322,1,21.0,65517.0,29053.0,23000.0,99414.047096,0.6984,1280.0,1750.0,0.8748,0.652,Higher cost
450,168342,Williams College,Williamstown,MA,01267,1,31.0,70650.0,21239.0,12000.0,97611.593258,0.1297,1490.0,2028.0,0.9818,0.503,Higher cost
451,168421,Worcester Polytechnic Institute,Worcester,MA,01609-2280,1,12.0,64730.0,41390.0,26991.0,129500.03465,0.4159,,4571.0,0.9523,0.6296,Higher cost
452,168528,Adrian College,Adrian,MI,49221-2575,3,32.0,51626.0,26402.0,18500.0,78517.224121,0.6481,1072.0,1781.0,0.6761,0.6828,Middle cost
453,168546,Albion College,Albion,MI,49224,3,31.0,56722.0,15413.0,16600.0,71632.281073,0.6824,1132.0,1512.0,0.7677,0.6276,Higher cost
454,168591,Alma College,Alma,MI,48801-1599,3,32.0,52252.0,21985.0,20000.0,76698.632948,0.6411,1135.0,1396.0,0.7754,0.7858,Middle cost
455,168740,Andrews University,Berrien Springs,MI,49104,3,31.0,38948.0,20399.0,21206.0,69266.021277,0.6554,1182.0,1466.0,0.8504,0.2694,Middle cost
456,168786,Aquinas College,Grand Rapids,MI,49506-1801,3,12.0,41612.0,17401.0,20500.0,72908.761983,0.6905,1133.0,1428.0,0.7483,0.6926,Middle cost
457,168847,Baker College,Owosso,MI,48867,3,32.0,18785.0,12329.0,17500.0,33870.42198,0.5307,,8319.0,0.459,0.7839,Lower cost
458,169080,Calvin University,Grand Rapids,MI,49546,3,12.0,46150.0,25017.0,19500.0,94698.407315,0.7897,1270.0,3550.0,0.8666,0.6885,Middle cost
459,169327,Cleary University,Howell,MI,48843,3,22.0,30418.0,18299.0,16500.0,62319.272388,0.5797,1039.0,474.0,0.6894,0.6477,Middle cost
460,169363,Concordia University-Ann Arbor,Ann Arbor,MI,48105,3,12.0,42563.0,24514.0,19000.0,70980.020267,0.4885,1085.0,927.0,0.6875,0.767,Middle cost
461,169442,College for Creative Studies,Detroit,MI,48202,3,11.0,56469.0,35849.0,21050.0,78809.882353,0.4216,1097.0,1357.0,0.8053,0.549,Higher cost
462,169479,Davenport University,Grand Rapids,MI,49512-9396,3,21.0,28270.0,17670.0,16006.0,49985.838658,0.8933,,4782.0,0.7166,0.6849,Middle cost
463,169716,University of Detroit Mercy,Detroit,MI,48221-3038,3,11.0,53947.0,20415.0,20000.0,64499.899112,0.8298,1163.0,2754.0,0.8496,0.5959,Middle cost
464,169983,Kettering University,Flint,MI,48504-6214,3,13.0,59227.0,38117.0,26834.0,94822.363497,0.7027,1287.0,1861.0,0.9223,0.7614,Higher cost
465,170000,Grace Christian University,Wyoming,MI,49509,3,21.0,20871.0,13907.0,9500.0,34307.341463,0.2837,,895.0,0.6103,0.5397,Middle cost
466,170037,Cornerstone University,Grand Rapids,MI,49525-5897,3,12.0,39507.0,20554.0,20000.0,61045.099245,0.7339,1089.0,1561.0,0.7829,0.779,Middle cost
467,170091,Great Lakes Christian College,Lansing,MI,48917-1299,3,21.0,25479.0,14521.0,9500.0,42663.037383,,,149.0,0.5769,0.6644,Middle cost
468,170301,Hope College,Holland,MI,49422-9000,3,13.0,45252.0,25814.0,23849.0,111195.02374,0.7561,1233.0,3046.0,0.8867,0.8234,Middle cost
469,170532,Kalamazoo College,Kalamazoo,MI,49006-3295,3,13.0,59267.0,23667.0,19500.0,98624.559036,0.728,,1446.0,0.9055,0.5788,Higher cost
470,170675,Lawrence Technological University,Southfield,MI,48075-1058,3,13.0,45692.0,30001.0,19000.0,76273.716952,0.7772,1174.0,1991.0,0.8149,0.667,Middle cost
471,170806,Madonna University,Livonia,MI,48150-1176,3,13.0,30767.0,16316.0,18750.0,47956.972944,0.7827,1078.0,2311.0,0.7495,0.6244,Middle cost
472,170967,Rochester University,Rochester Hills,MI,48307,3,21.0,30039.0,15971.0,15790.0,50542.563579,1.0,1002.0,907.0,0.6526,0.7189,Middle cost
473,171492,Northwood University,Midland,MI,48640-2398,3,13.0,39922.0,22809.0,18750.0,61743.389619,0.6754,1090.0,2744.0,0.7586,0.6662,Middle cost
474,171599,Olivet College,Olivet,MI,49076,3,42.0,39971.0,19846.0,12500.0,59022.36391,0.7131,964.0,986.0,0.6179,0.6531,Middle cost
475,171881,Kuyper College,Grand Rapids,MI,49525-9781,3,21.0,29551.0,19531.0,20750.0,60466.947368,0.6807,981.0,158.0,0.7097,0.7215,Middle cost
476,172264,Siena Heights University,Adrian,MI,49221,3,32.0,37423.0,20989.0,14584.0,53735.79824,0.686,,2035.0,0.7042,0.6477,Middle cost
477,172334,Spring Arbor University,Spring Arbor,MI,49283-9799,3,23.0,39277.0,19599.0,24260.0,63087.426197,0.7093,1134.0,1671.0,0.7927,0.7516,Middle cost
478,172440,Finlandia University,Hancock,MI,49930-1832,3,33.0,33565.0,22518.0,12000.0,59212.132813,0.3203,1002.0,405.0,0.4286,0.5309,Middle cost
479,173045,Augsburg University,Minneapolis,MN,55454,4,11.0,51251.0,23498.0,19458.0,64824.354411,0.6896,1110.0,2311.0,0.7442,0.4578,Middle cost
480,173142,Bethany Lutheran College,Mankato,MN,56001,4,13.0,36961.0,16749.0,17625.0,75590.298805,0.7787,1120.0,599.0,0.8139,0.7763,Middle cost
481,173160,Bethel University,Saint Paul,MN,55112,4,21.0,50325.0,25604.0,17250.0,93140.148627,0.7051,1216.0,2723.0,0.8506,0.7771,Middle cost
482,173258,Carleton College,Northfield,MN,55057,4,32.0,68835.0,30210.0,14479.0,98790.641278,0.1984,1453.0,2046.0,0.9642,0.5963,Higher cost
483,173300,Concordia College at Moorhead,Moorhead,MN,56562,4,22.0,49256.0,22573.0,21500.0,99498.469388,0.613,1192.0,2009.0,0.832,0.8308,Middle cost
484,173328,Concordia University-Saint Paul,Saint Paul,MN,55104-5494,4,11.0,31797.0,16819.0,13334.0,57452.370006,0.9689,,2760.0,0.7055,0.6297,Middle cost
485,173452,Martin Luther College,New Ulm,MN,56073-3965,4,32.0,25570.0,18881.0,17489.0,67801.231293,0.8926,1189.0,803.0,0.8514,0.9278,Middle cost
486,173647,Gustavus Adolphus College,Saint Peter,MN,56082-1498,4,31.0,55753.0,21853.0,24250.0,91077.720554,0.6616,,2229.0,0.8832,0.7699,Higher cost
487,173665,Hamline University,Saint Paul,MN,55104-1284,4,11.0,49502.0,20492.0,18000.0,73762.636528,0.6715,1170.0,2077.0,0.7929,0.6466,Middle cost
488,173902,Macalester College,Saint Paul,MN,55105-1899,4,11.0,66280.0,25783.0,19473.0,106341.68677,0.4124,1410.0,2160.0,0.9457,0.5829,Higher cost
489,174127,Minneapolis College of Art and Design,Minneapolis,MN,55404,4,11.0,49327.0,27376.0,21500.0,71393.100775,0.6263,1133.0,717.0,0.8277,0.6625,Middle cost
490,174154,Herzing University-Minneapolis,St. Louis Park,MN,55426,4,21.0,26871.0,19725.0,12233.0,26184.228503,0.94,,435.0,0.5,0.4253,Middle cost
491,174437,North Central University,Minneapolis,MN,55404-1391,4,11.0,34813.0,21314.0,19062.0,69450.480652,0.9004,1107.0,921.0,0.7637,0.7003,Middle cost
492,174491,University of Northwestern-St Paul,Saint Paul,MN,55113-1598,4,21.0,43056.0,22901.0,18000.0,79168.968685,0.9262,1187.0,1818.0,0.8007,0.7992,Middle cost
493,174507,Northwestern Health Sciences University,Bloomington,MN,55431,4,13.0,24069.0,21642.0,8927.0,46317.774648,,,91.0,,0.1978,Middle cost
494,174525,Oak Hills Christian College,Bemidji,MN,56601-8834,4,33.0,29782.0,18293.0,9750.0,42962.555556,0.3671,1014.0,94.0,0.4,0.734,Middle cost
495,174747,College of Saint Benedict,Saint Joseph,MN,56374,4,22.0,57350.0,26332.0,24250.0,103865.35294,0.8338,1195.0,1782.0,0.8797,0.7868,Higher cost
496,174792,Saint Johns University,Collegeville,MN,56321,4,41.0,56340.0,25009.0,22375.0,112920.98399,0.797,1209.0,1667.0,0.8747,0.7804,Higher cost
497,174817,Saint Mary's University of Minnesota,Winona,MN,55987-1399,4,32.0,45203.0,19888.0,16654.0,72565.240691,0.9147,1148.0,1409.0,0.7993,0.6792,Middle cost
498,174844,St Olaf College,Northfield,MN,55057-1098,4,32.0,58330.0,23386.0,21000.0,107987.02407,0.4991,1320.0,3022.0,0.9135,0.6923,Higher cost
499,174862,Crown College,Saint Bonifacius,MN,55375-9001,4,41.0,38950.0,24050.0,19000.0,61010.91411,0.5507,1078.0,844.0,0.7179,0.7026,Middle cost
500,174899,The College of Saint Scholastica,Duluth,MN,55811-4199,4,13.0,48464.0,23232.0,17125.0,69686.367347,0.6618,1150.0,2457.0,0.8011,0.8356,Middle cost
501,174914,University of St Thomas,Saint Paul,MN,55105-1078,4,11.0,52824.0,28904.0,20500.0,118624.09966,0.8039,1269.0,6344.0,0.8707,0.7754,Middle cost
502,175005,St Catherine University,Saint Paul,MN,55105,4,11.0,48123.0,19131.0,20000.0,59053.596899,0.7325,1124.0,3238.0,0.7955,0.601,Middle cost
